# run_classification=TRAIN_DISCOVERY_INCOMPLETE|PARTIAL_REAL_SMOKE
# dataset_id=V2_M1_LIVE_DATASET_V1
# dataset_fingerprint=8f5a20fd6b77dbebcfcf756b16e670cfb39712ff3e2b18a59f49073bd189e042
# experiment_fingerprint=4bae11977a441bb0a160eb8bf8258a325909968e3f303210e28847936946acca
timestamp_utc,thesis_id,candidate_id,passport_id,direction,parent_timeframe,candidate_timeframe,entry,stop_loss,take_profit,state,entry_touch_timestamp,outcome_timestamp,outcome,mae_r,mfe_r
2021-01-04 02:12:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:12:00,pass_277c78bb22a519a6,LONG,M30,M3,1806.40,1796.40,1826.40,TARGET_REACHED,2021-01-04 02:12:00,2021-01-04 05:11:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:15:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:15:00,pass_2f4fa012bb8309e7,LONG,M30,M5,1806.70,1796.70,1826.70,TARGET_REACHED,2021-01-04 02:15:00,2021-01-04 05:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:15:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:15:00,pass_fd25ad214cba9282,LONG,M30,M5,1806.70,1796.70,1826.70,TARGET_REACHED,2021-01-04 02:15:00,2021-01-04 05:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:15:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:15:00,pass_77d4fb7f411674aa,LONG,M30,M3,1806.70,1796.70,1826.70,TARGET_REACHED,2021-01-04 02:15:00,2021-01-04 05:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:15:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:15:00,pass_dfffb561f9bf0460,LONG,M30,M3,1806.70,1796.70,1826.70,TARGET_REACHED,2021-01-04 02:15:00,2021-01-04 05:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:18:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:18:00,pass_21082aa8c066838c,LONG,M30,M3,1807.00,1797.00,1827.00,TARGET_REACHED,2021-01-04 02:18:00,2021-01-04 05:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:18:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:18:00,pass_90eddd7794a58e69,LONG,M30,M3,1807.00,1797.00,1827.00,TARGET_REACHED,2021-01-04 02:18:00,2021-01-04 05:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:20:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:20:00,pass_4d62e88418e08e08,LONG,M30,M5,1807.20,1797.20,1827.20,TARGET_REACHED,2021-01-04 02:20:00,2021-01-04 05:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:20:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:20:00,pass_afd29289afe8682e,LONG,M30,M5,1807.20,1797.20,1827.20,TARGET_REACHED,2021-01-04 02:20:00,2021-01-04 05:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:21:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:21:00,pass_813a55a372d63b33,LONG,M30,M3,1807.30,1797.30,1827.30,TARGET_REACHED,2021-01-04 02:21:00,2021-01-04 05:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:21:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:21:00,pass_74970f55a71d6a2c,LONG,M30,M3,1807.30,1797.30,1827.30,TARGET_REACHED,2021-01-04 02:21:00,2021-01-04 05:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:24:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:24:00,pass_297cefd6fb2d137e,LONG,M30,M3,1807.60,1797.60,1827.60,TARGET_REACHED,2021-01-04 02:24:00,2021-01-04 05:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:24:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:24:00,pass_67af8c63f65724ec,LONG,M30,M3,1807.60,1797.60,1827.60,TARGET_REACHED,2021-01-04 02:24:00,2021-01-04 05:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:25:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:25:00,pass_2d5eafb68c1ff024,LONG,M30,M5,1807.70,1797.70,1827.70,TARGET_REACHED,2021-01-04 02:25:00,2021-01-04 05:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:25:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:25:00,pass_f87c62a7db6d2573,LONG,M30,M5,1807.70,1797.70,1827.70,TARGET_REACHED,2021-01-04 02:25:00,2021-01-04 05:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:27:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:27:00,pass_e4d17a2555dabb3c,LONG,M30,M3,1807.90,1797.90,1827.90,TARGET_REACHED,2021-01-04 02:27:00,2021-01-04 05:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:27:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:27:00,pass_cb9961332084b272,LONG,M30,M3,1807.90,1797.90,1827.90,TARGET_REACHED,2021-01-04 02:27:00,2021-01-04 05:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:30:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:30:00,pass_066e0fbaed7f26f9,LONG,M30,M5,1808.20,1798.20,1828.20,TARGET_REACHED,2021-01-04 02:30:00,2021-01-04 05:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:30:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:30:00,pass_0c447877094a93c4,LONG,M30,M5,1808.20,1798.20,1828.20,TARGET_REACHED,2021-01-04 02:30:00,2021-01-04 05:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:30:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 02:30:00,pass_522872d51e51dcfd,LONG,M30,M5,1808.20,1798.20,1828.20,TARGET_REACHED,2021-01-04 02:30:00,2021-01-04 05:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:30:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:30:00,pass_398c278d3e5ea7b3,LONG,M30,M3,1808.20,1798.20,1828.20,TARGET_REACHED,2021-01-04 02:30:00,2021-01-04 05:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:30:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:30:00,pass_3412c2c77db229da,LONG,M30,M3,1808.20,1798.20,1828.20,TARGET_REACHED,2021-01-04 02:30:00,2021-01-04 05:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:30:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 02:30:00,pass_fd2f04d5eabf34c1,LONG,M30,M3,1808.20,1798.20,1828.20,TARGET_REACHED,2021-01-04 02:30:00,2021-01-04 05:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:33:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:33:00,pass_bc9d11217962790b,LONG,M30,M3,1808.50,1798.50,1828.50,TARGET_REACHED,2021-01-04 02:33:00,2021-01-04 05:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:33:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:33:00,pass_870ca40adef6986e,LONG,M30,M3,1808.50,1798.50,1828.50,TARGET_REACHED,2021-01-04 02:33:00,2021-01-04 05:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:33:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 02:33:00,pass_a47509cbda270085,LONG,M30,M3,1808.50,1798.50,1828.50,TARGET_REACHED,2021-01-04 02:33:00,2021-01-04 05:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:35:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:35:00,pass_4879a31fb13c730b,LONG,M30,M5,1808.70,1798.70,1828.70,TARGET_REACHED,2021-01-04 02:35:00,2021-01-04 05:34:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:35:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:35:00,pass_371bb3cadedd1b60,LONG,M30,M5,1808.70,1798.70,1828.70,TARGET_REACHED,2021-01-04 02:35:00,2021-01-04 05:34:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:35:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 02:35:00,pass_06ac621466ea3056,LONG,M30,M5,1808.70,1798.70,1828.70,TARGET_REACHED,2021-01-04 02:35:00,2021-01-04 05:34:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:36:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:36:00,pass_42a1b8b7a37f7ae1,LONG,M30,M3,1808.80,1798.80,1828.80,TARGET_REACHED,2021-01-04 02:36:00,2021-01-04 05:35:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:36:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:36:00,pass_f1867da683d45184,LONG,M30,M3,1808.80,1798.80,1828.80,TARGET_REACHED,2021-01-04 02:36:00,2021-01-04 05:35:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:36:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 02:36:00,pass_9908707b1f313415,LONG,M30,M3,1808.80,1798.80,1828.80,TARGET_REACHED,2021-01-04 02:36:00,2021-01-04 05:35:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:39:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:39:00,pass_4b2c843213fa7bed,LONG,M30,M3,1809.10,1799.10,1829.10,TARGET_REACHED,2021-01-04 02:39:00,2021-01-04 05:38:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:39:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:39:00,pass_4837c3f78ae59f0e,LONG,M30,M3,1809.10,1799.10,1829.10,TARGET_REACHED,2021-01-04 02:39:00,2021-01-04 05:38:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:39:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 02:39:00,pass_c5205769d5fda901,LONG,M30,M3,1809.10,1799.10,1829.10,TARGET_REACHED,2021-01-04 02:39:00,2021-01-04 05:38:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:40:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:40:00,pass_bdf5075a515e7f37,LONG,M30,M5,1809.20,1799.20,1829.20,TARGET_REACHED,2021-01-04 02:40:00,2021-01-04 05:39:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:40:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:40:00,pass_05fe1f019c5f3263,LONG,M30,M5,1809.20,1799.20,1829.20,TARGET_REACHED,2021-01-04 02:40:00,2021-01-04 05:39:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:40:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 02:40:00,pass_a62706e04a6d70e1,LONG,M30,M5,1809.20,1799.20,1829.20,TARGET_REACHED,2021-01-04 02:40:00,2021-01-04 05:39:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:42:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:42:00,pass_27fe385ce8d8ee26,LONG,M30,M3,1809.40,1799.40,1829.40,TARGET_REACHED,2021-01-04 02:42:00,2021-01-04 05:41:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:42:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:42:00,pass_e059842172cd0040,LONG,M30,M3,1809.40,1799.40,1829.40,TARGET_REACHED,2021-01-04 02:42:00,2021-01-04 05:41:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:42:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 02:42:00,pass_4ed84c1a99dc6071,LONG,M30,M3,1809.40,1799.40,1829.40,TARGET_REACHED,2021-01-04 02:42:00,2021-01-04 05:41:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:45:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:45:00,pass_ec92592c5db4eb7f,LONG,M30,M5,1809.70,1799.70,1829.70,TARGET_REACHED,2021-01-04 02:45:00,2021-01-04 05:44:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:45:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:45:00,pass_c1a9e21976ee2216,LONG,M30,M5,1809.70,1799.70,1829.70,TARGET_REACHED,2021-01-04 02:45:00,2021-01-04 05:44:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:45:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 02:45:00,pass_129098025e4c0703,LONG,M30,M5,1809.70,1799.70,1829.70,TARGET_REACHED,2021-01-04 02:45:00,2021-01-04 05:44:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:45:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:45:00,pass_4d53921a04856ff8,LONG,M30,M3,1809.70,1799.70,1829.70,TARGET_REACHED,2021-01-04 02:45:00,2021-01-04 05:44:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:45:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:45:00,pass_2233db3ecf67a2a5,LONG,M30,M3,1809.70,1799.70,1829.70,TARGET_REACHED,2021-01-04 02:45:00,2021-01-04 05:44:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:45:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 02:45:00,pass_1fc731e58d566f45,LONG,M30,M3,1809.70,1799.70,1829.70,TARGET_REACHED,2021-01-04 02:45:00,2021-01-04 05:44:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:48:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:48:00,pass_9b6e883f32eeefb6,LONG,M30,M3,1810.00,1800.00,1830.00,TARGET_REACHED,2021-01-04 02:48:00,2021-01-04 05:47:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:48:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 02:48:00,pass_97f23597989c0e78,LONG,M30,M3,1810.00,1800.00,1830.00,TARGET_REACHED,2021-01-04 02:48:00,2021-01-04 05:47:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:48:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 02:48:00,pass_bc9115f51f7dd73b,LONG,M30,M3,1810.00,1800.00,1830.00,TARGET_REACHED,2021-01-04 02:48:00,2021-01-04 05:47:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:50:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 02:50:00,pass_11bc6190ee44af90,LONG,M30,M5,1810.20,1800.20,1830.20,TARGET_REACHED,2021-01-04 02:50:00,2021-01-04 05:49:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:50:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 02:50:00,pass_ff95cd3449906293,LONG,M30,M5,1810.20,1800.20,1830.20,TARGET_REACHED,2021-01-04 02:50:00,2021-01-04 05:49:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:50:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 02:50:00,pass_95bd2d92a6287533,LONG,M30,M5,1810.20,1800.20,1830.20,TARGET_REACHED,2021-01-04 02:50:00,2021-01-04 05:49:00,TARGET_REACHED,0.05,2.01
2021-01-04 02:51:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 02:51:00,pass_ea1a2eb1811c611b,LONG,M30,M3,1810.30,1800.30,1830.30,TARGET_REACHED,2021-01-04 02:51:00,2021-01-04 05:50:00,TARGET_REACHED,0.05,2.01
